Microsoft.CodeAnalysis.VisualBasic.Features.dll	VisualBasicAnalyzersResources	8	0	third-party	third-party	0
JetBrains.Platform.DocumentModel.dll	JetBrains.DocumentModel.Resources.Strings	7	1	JetBrains	ui	0
JetBrains.Platform.VisualStudio.SinceVs11.dll	JetBrains.Platform.VisualStudio.SinceVs11.Resources.Strings	7	1	JetBrains	ui	0
JetBrains.ReSharper.I18n.Services.Asp.dll	JetBrains.ReSharper.I18n.Services.Asp.Resources.Strings	7	1	JetBrains	ui	0
JetBrains.ReSharper.Psi.BuildScripts.dll	JetBrains.ReSharper.Psi.BuildScripts.Resources.Strings	7	1	JetBrains	ui	0
Microsoft.CodeAnalysis.CSharp.Workspaces.dll	Microsoft.CodeAnalysis.CSharp.CSharpWorkspaceResources	7	0	third-party	third-party	0
Microsoft.TestPlatform.Utilities.dll	Microsoft.VisualStudio.TestPlatform.Utilities.Resources.Resources	7	0	third-party	third-party	0
JetBrains.Common.UI.Shell.dll	JetBrains.Common.UI.Shell.Resources.Strings	6	1	JetBrains	ui	0
JetBrains.dotTrace.VisualStudio.Core.dll	JetBrains.dotTrace.VS.Properties.Resources	6	1	JetBrains	ui	0
JetBrains.DPA.Ide.VS.dll	JetBrains.DPA.Ide.VS.Resources.Strings	6	1	JetBrains	ui	0
JetBrains.PsiFeatures.VisualStudio.SinceVs14RoslynAware.dll	JetBrains.PsiFeatures.VisualStudio.SinceVs14RoslynAware.Resources.Strings	6	1	JetBrains	ui	0
JetBrains.ReSharper.Features.Xml.dll	JetBrains.ReSharper.Features.Xml.Resources.Strings	6	1	JetBrains	ui	0
JetBrains.ReSharper.LiveTemplates.VB.dll	JetBrains.ReSharper.LiveTemplates.VB.Resources.Strings1	6	1	JetBrains	ui	0
JetBrains.ReSharper.Refactorings.BuildScripts.dll	JetBrains.ReSharper.Refactorings.BuildScripts.Resources.Strings	6	1	JetBrains	ui	0
JetBrains.ReSharper.UnitTestProvider.MSTest10.dll	JetBrains.ReSharper.UnitTestProvider.MSTest10.Resources.Strings	6	1	JetBrains	ui	0
JetBrains.Platform.Symbols.dll	JetBrains.Symbols.Resources.Strings	6	1	JetBrains	ui	0
Microsoft.Owin.Hosting.dll	Microsoft.Owin.Hosting.Resources	6	0	third-party	third-party	0
ActiproSoftware.Shared.Wpf.dll	ActiproSoftware.Products.Shared.Resources	5	0	third-party	third-party	0
JetBrains.Common.ViewModels.dll	JetBrains.Common.ViewModels.Resources.Strings	5	1	JetBrains	ui	0
JetBrains.DotTrace.UI.Builders.dll	JetBrains.DotTrace.UI.resources.agreements.DotTraceLicenseSupportResources	5	0	JetBrains	data/legal	0
JetBrains.PsiFeatures.VisualStudio.ReSpeller.dll	JetBrains.PsiFeatures.VisualStudio.ReSpeller.Resources.Strings	5	1	JetBrains	ui	0
JetBrains.ReSharper.Feature.Services.Xml.dll	JetBrains.ReSharper.Feature.Services.Xml.Resources.Strings	5	1	JetBrains	ui	0
JetBrains.ReSharper.I18n.Services.VB.dll	JetBrains.ReSharper.I18n.Services.VB.Resources.Strings	5	1	JetBrains	ui	0
JetBrains.ReSharper.I18n.Services.Xaml.dll	JetBrains.ReSharper.I18n.Services.Xaml.Resources.Strings	5	1	JetBrains	ui	0
JetBrains.ReSharper.Product.dll	JetBrains.ReSharper.Product.Resources.Strings	5	1	JetBrains	ui	0
JetBrains.SignatureVerifier.dll	JetBrains.SignatureVerifier.Messages	5	1	JetBrains	ui	0
JetBrains.UsageStatistics.dll	JetBrains.UsageStatistics.Resources.Strings	5	1	JetBrains	ui	0
Microsoft.VisualStudio.TestPlatform.ObjectModel.dll	Microsoft.VisualStudio.TestPlatform.ObjectModel.Resources.CommonResources	5	0	third-party	third-party	0
Microsoft.TestPlatform.VsTestConsole.TranslationLayer.dll	Microsoft.VisualStudio.TestPlatform.VsTestConsole.TranslationLayer.Resources.Resources	5	0	third-party	third-party	0
NHunspell.dll	NHunspell.Resources	5	0	third-party	third-party	0
NuGet.Versioning.dll	NuGet.Versioning.Resources	5	0	third-party	third-party	0
JetBrains.dotMemory.Model.dll	JetBrains.dotMemory.Model.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.dotTraceInstant.ViewModel.Interface.dll	JetBrains.dotTraceInstant.ViewModel.Interface.resources.Resources	4	1	JetBrains	ui	0
JetBrains.Platform.VisualStudio.SinceVs14RoslynAware.dll	JetBrains.Platform.VisualStudio.SinceVs14RoslynAware.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.Platform.VisualStudio.SinceVs16.dll	JetBrains.Platform.VisualStudio.SinceVs16.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Refactorings.dll	JetBrains.PsiFeatures.UIInteractive.Refactorings.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.PsiFeatures.VisualStudio.SinceVs10.dll	JetBrains.PsiFeatures.VisualStudio.SinceVs10.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.ReSharper.Features.StructuralSearch.dll	JetBrains.ReSharper.Features.StructuralSearch.resources.Strings	4	1	JetBrains	ui	0
JetBrains.ReSharper.Plugins.Yaml.dll	JetBrains.ReSharper.Plugins.Yaml.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.ReSharper.UnitTestProvider.MSTest11.dll	JetBrains.ReSharper.UnitTestProvider.MSTest11.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.ReSharper.UnitTestProvider.MSTest12.dll	JetBrains.ReSharper.UnitTestProvider.MSTest12.......v11.Provider.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.ReSharper.UnitTestProvider.MSTest14.dll	JetBrains.ReSharper.UnitTestProvider.MSTest14.......v11.Provider.Resources.Strings	4	1	JetBrains	ui	0
JetBrains.ReSharper.UnitTestProvider.MSTest15.dll	JetBrains.ReSharper.UnitTestProvider.MSTest15.......v11.Provider.Resources.Strings	4	1	JetBrains	ui	0
Microsoft.Extensions.FileSystemGlobbing.dll	Microsoft.Extensions.FileSystemGlobbing.Resources.Strings	4	0	third-party	third-party	0
JetBrains.Common.Util.Shell.dll	JetBrains.Common.Util.Shell.Resources.Strings	3	1	JetBrains	ui	0
JetBrains.PsiFeatures.VisualStudio.SinceVs17.dll	JetBrains.PsiFeatures.VisualStudio.SinceVs17.Resources.Strings	3	1	JetBrains	ui	0
JetBrains.ReSharper.Psi.CSharp.dll	JetBrains.ReSharper.Psi.CSharp.Src.CodeStyle.FileLayoutPatternResources	3	0	JetBrains	data/legal	0
Microsoft.CodeAnalysis.CSharp.Scripting.dll	Microsoft.CodeAnalysis.CSharp.Scripting.CSharpScriptingResources	3	0	third-party	third-party	0
NuGet.DependencyResolver.Core.dll	NuGet.DependencyResolver.Strings	3	0	third-party	third-party	0
System.Reactive.dll	System.Reactive.Strings_Providers	3	0	third-party	third-party	0
JetBrains.dotMemory.Home.Presentation.dll	JetBrains.dotMemory.Home.Presentation.Resources.Strings	2	1	JetBrains	ui	0
JetBrains.DotTrace.Ide.Core.Interface.dll	JetBrains.DotTrace.Ide.Core.Interface.resources.Resources	2	1	JetBrains	ui	0
JetBrains.Platform.MsBuildHost.dll	JetBrains.Platform.MsBuildHost.Resources.Strings	2	1	JetBrains	ui	0
JetBrains.Platform.VisualStudio.SinceVs15.dll	JetBrains.Platform.VisualStudio.SinceVs15.Resources.Strings	2	1	JetBrains	ui	0
JetBrains.Platform.VisualStudio.SinceVs16RoslynAware.dll	JetBrains.Platform.VisualStudio.SinceVs16RoslynAware.Resources.Strings	2	1	JetBrains	ui	0
JetBrains.Platform.VisualStudio.SinceVs17.dll	JetBrains.Platform.VisualStudio.SinceVs17.Resources.Strings	2	1	JetBrains	ui	0
JetBrains.ReSharper.Plugins.Unity.dll	JetBrains.ReSharper.Plugins.Unity.CSharp.Psi.CodeStyle.AdditionalFileLayoutResources	2	0	JetBrains	data/legal	0
Microsoft.Owin.Host.HttpListener.dll	Microsoft.Owin.Host.HttpListener.Resources	2	0	third-party	third-party	0
System.Reactive.dll	System.Reactive.Platforms.Windows.Strings_WindowsThreading	2	0	third-party	third-party	0
DevExpress.Utils.v7.1.dll	DevExpress.Utils.About.AboutSN	1	0	third-party	third-party	0
DevExpress.Utils.v7.1.dll	DevExpress.Utils.About.frmAbout	1	0	third-party	third-party	0
DevExpress.Utils.v7.1.dll	DevExpress.Utils.About.ProductInfo	1	0	third-party	third-party	0
DevExpress.Utils.v7.1.dll	DevExpress.Utils.DemoBox	1	0	third-party	third-party	0
DevExpress.Utils.v7.1.dll	DevExpress.Utils.Frames.EmbeddedFrameInit	1	0	third-party	third-party	0
DevExpress.Utils.v7.1.dll	DevExpress.Utils.Frames.XtraFrame	1	0	third-party	third-party	0
DevExpress.XtraEditors.v7.1.dll	DevExpress.XtraEditors.Frames.AppearancesDesignerBase	1	0	third-party	third-party	0
DevExpress.XtraEditors.v7.1.dll	DevExpress.XtraEditors.Frames.AppearancesDesignerSimple	1	0	third-party	third-party	0
DevExpress.XtraTreeList.v7.1.dll	DevExpress.XtraTreeList.Blending.AlphaStyleEditor	1	0	third-party	third-party	0
DevExpress.XtraTreeList.v7.1.dll	DevExpress.XtraTreeList.Blending.Preview	1	0	third-party	third-party	0
JetBrains.Platform.UIInteractive.Text.dll	JetBrains.Platform.UIInteractive.Text.Resources.Strings	1	1	JetBrains	ui	0
JetBrains.PsiFeatures.VisualStudio.SinceVs15.dll	JetBrains.PsiFeatures.VisualStudio.SinceVs15.Resources.Strings	1	1	JetBrains	ui	0
JetBrains.ReSharper.Feature.Services.dll	JetBrains.ReSharper.Feature.Services.Src.Explanatory.CodeInspectionWikiResources	1	0	JetBrains	data/legal	0
JetBrains.ReSharper.Psi.RegExp.dll	JetBrains.ReSharper.Psi.RegExp.resources.Strings	1	1	JetBrains	ui	0
JetBrains.Platform.Standalone.Shell.dll	JetBrains.Standalone.Shell.Res.Stringtable	1	1	JetBrains	ui	0
NuGet.LibraryModel.dll	NuGet.LibraryModel.Strings	1	0	third-party	third-party	0
JetBrains.ReSharperPlatformVs18.VisualStudio.v18.0.Package.dll	Resources	1	0	JetBrains	package-meta	0
System.Reactive.dll	System.Reactive.Strings_PlatformServices	1	0	third-party	third-party	0
DevExpress.Utils.v7.1.dll	DevExpress.Utils.Editors.ObjectEditor	0	0	third-party	third-party	0
DevExpress.XtraTreeList.v7.1.dll	DevExpress.XtraTreeList.Dragging.DragMaster	0	0	third-party	third-party	0
JetBrains.ReSharperPlatformVs18.VisualStudio.v18.0.Package.dll	EditorFormats	0	0	JetBrains	ui	0
JetBrains.Common.UI.WinForms.dll	JetBrains.Common.UI.WinForms.Src.TriStateTreeView	0	0	JetBrains	ui	0
JetBrains.dotMemory.GUI.dll	JetBrains.dotMemory.GUI.Properties.Resources	0	0	JetBrains	ui	0
JetBrains.dotTraceInstant.ViewModel.dll	JetBrains.dotTraceInstant.ViewModel.resources.Resources	0	0	JetBrains	ui	0
JetBrains.Platform.UIInteractive.Ide.dll	JetBrains.Platform.UIInteractive.Ide.Src.TreeBrowser.ExportTreeViewResources	0	0	JetBrains	ui	0
JetBrains.Platform.VisualStudio.AnyEnd.dll	JetBrains.Platform.VisualStudio.AnyEnd.Resources.ReSharperPlatformImages	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Core.dll	JetBrains.PsiFeatures.UIInteractive.Core.Src.DevExpressTreeView.DevExpressTreeControl	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Core.dll	JetBrains.PsiFeatures.UIInteractive.Core.Src.DevExpressTreeView.QuickSearchBox	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Core.dll	JetBrains.PsiFeatures.UIInteractive.Core.Src.DevExpressTreeView.TreeModelBrowserPanel	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Core.dll	JetBrains.PsiFeatures.UIInteractive.Core.Src.Naming.AdvancedNamingSettingsForm	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Core.dll	JetBrains.PsiFeatures.UIInteractive.Core.Src.Naming.EditNamingPolicyControl	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Core.dll	JetBrains.PsiFeatures.UIInteractive.Core.Src.Naming.EditUserRuleForm	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Core.dll	JetBrains.PsiFeatures.UIInteractive.Core.Src.ParameterInfo.InvocableControl	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Core.dll	JetBrains.PsiFeatures.UIInteractive.Core.Src.ParameterInfo.ParameterInfoControl	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.Features.dll	JetBrains.PsiFeatures.UIInteractive.Features.Src.Altering.CodeCleanup.ProfileNameDialog	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.LiveTemplates.dll	JetBrains.PsiFeatures.UIInteractive.LiveTemplates.Src.FieldsSelectionDialog	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.LiveTemplates.dll	JetBrains.PsiFeatures.UIInteractive.LiveTemplates.Src.TemplateChooserDialog	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.UIInteractive.LiveTemplates.dll	JetBrains.PsiFeatures.UIInteractive.LiveTemplates.SrcView.TemplateEditor.TemplateTextEditor	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.VisualStudio.Core.dll	JetBrains.PsiFeatures.VisualStudio.Core.Resources.Clipart.PsiFeaturesVisualStudioClipart	0	0	JetBrains	ui	0
JetBrains.PsiFeatures.VisualStudio.SinceVs14.dll	JetBrains.PsiFeatures.VisualStudio.SinceVs14.Resources.Strings	0	1	JetBrains	ui	0
JetBrains.PsiFeatures.VisualStudio.SinceVs16RoslynAware.dll	JetBrains.PsiFeatures.VisualStudio.SinceVs16RoslynAware.Resources.Strings	0	1	JetBrains	ui	0
JetBrains.PsiFeatures.Web.UIInteractive.dll	JetBrains.PsiFeatures.Web.UIInteractive.Resources.Strings	0	1	JetBrains	ui	0
JetBrains.ReSharper.DebuggerVisualizers.dll	JetBrains.ReSharper.DebuggerVisualizers.resources.icons.DebuggerVisualizersIcons	0	0	JetBrains	ui	0
JetBrains.ReSharper.Feature.Services.Web.dll	JetBrains.ReSharper.Feature.Services.Web.Resources.Html.HtmlResources	0	0	JetBrains	ui	0
JetBrains.ReSharper.Features.Altering.dll	JetBrains.ReSharper.Features.Altering.Src.CodeStyle.VB.VBFormattingStylePage	0	0	JetBrains	data/legal	0
JetBrains.ReSharper.LiveTemplates.dll	JetBrains.ReSharper.LiveTemplates.Src.UI.ExtendedRichText	0	0	JetBrains	ui	0
JetBrains.ReSharper.LiveTemplates.dll	JetBrains.ReSharper.LiveTemplates.Src.UI.StringValueEntryForm	0	0	JetBrains	ui	0
JetBrains.ReSharper.Psi.dll	JetBrains.ReSharper.Psi.Resources.W3CEntities	0	0	JetBrains	ui	0
JetBrains.ReSharper.NewRefactorings.dll	JetBrains.ReSharper.Refactorings.Src.Move.AdjustNamespaces.Impl.AdjustNamespacesPage	0	0	JetBrains	ui	0
JetBrains.ReSharper.Resources.dll	JetBrains.ReSharper.Resources.Resources.Clipart.ReSharperClipart	0	0	JetBrains	ui	0
JetBrains.Platform.Standalone.TextControl.dll	JetBrains.Standalone.TextControl.Src.TextControl.Syntax.SyntaxResources.SyntaxResources	0	0	JetBrains	ui	0
JetBrains.Platform.Standalone.TextControl.dll	JetBrains.Standalone.TextControl.Src.TextControl.Theming.ThemingResources.ThemingResources	0	0	JetBrains	ui	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.Features.ExtensionManager.OptionsPages.PackageSourceEditorDialog	0	0	JetBrains	ui	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.Features.License.EvaluationExpirationControl	0	0	JetBrains	data/legal	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.Features.License.EvaluationFeedbackControl	0	0	JetBrains	data/legal	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.Features.License.JetWebBrowser	0	0	JetBrains	data/legal	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.Features.License.ProductBaseForm	0	0	JetBrains	data/legal	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.Features.License2.Conflict.LicenseConflictForm	0	0	JetBrains	data/legal	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.WinForms.Controls.Dialogs.PromptWinForm	0	0	JetBrains	ui	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.WinForms.Controls.TabStrip.TabStripControl	0	0	JetBrains	ui	0
JetBrains.Platform.UIInteractive.Shell.dll	JetBrains.UI.Src.Wpf.Effects.EffectsShaders	0	0	JetBrains	ui	0
MahApps.Metro.dll	MahApps.Metro.Properties.Resources	0	0	third-party	third-party	0
Microsoft.CodeAnalysis.CSharp.Workspaces.dll	Microsoft.CodeAnalysis.CSharp.CSharpWorkspaceExtensionsResources	0	0	third-party	third-party	0
Microsoft.CodeAnalysis.ExternalAccess.AspNetCore.dll	Microsoft.CodeAnalysis.ExternalAccess.AspNetCore.ExternalAccessAspNetCoreResources	0	0	third-party	third-party	0
Microsoft.CodeAnalysis.VisualBasic.Workspaces.dll	VisualBasicCompilerExtensionsResources	0	0	third-party	third-party	0
Microsoft.CodeAnalysis.VisualBasic.Workspaces.dll	VisualBasicWorkspaceExtensionsResources	0	0	third-party	third-party	0
